C	D	E	F	G	H	I	J	K	L
496	487	504	463	494	477	565	440	485	458
496	488	504	463	494	477	565	440	485	458
496	488	504	463	494	476	565	440	485	458
492	488	503	463	493	477	565	440	485	458
492	488	503	463	493	477	564	440	485	458
493	487	503	463	493	477	565	440	485	458
493	487	503	463	494	477	565	440	485	458
493	488	503	464	494	477	565	440	485	458
492	488	503	463	493	477	565	440	485	458
492	488	503	463	493	477	565	440	485	458
492	487	503	463	493	477	565	440	485	458
492	488	503	463	494	477	565	440	485	458
493	488	502	464	494	476	565	439	485	458
492	488	503	463	493	477	566	440	485	458
492	488	503	463	493	477	565	440	485	458
492	487	503	463	493	477	565	440	485	458
492	487	503	463	494	477	565	440	485	458
493	487	502	463	494	477	565	439	485	458
492	487	502	463	493	477	565	439	485	458
492	487	503	463	493	477	565	440	485	458
492	486	503	463	493	477	565	440	485	458
492	487	503	463	493	477	565	440	485	458
493	487	502	463	493	476	565	439	485	458
492	487	502	463	493	477	565	439	485	458
492	487	503	463	493	477	565	439	485	458
492	486	503	463	493	477	565	439	485	458
493	487	503	463	494	477	565	439	485	458
493	487	502	463	494	476	565	439	485	458
492	487	502	463	493	476	565	439	485	458
492	487	503	463	493	476	564	439	485	
492	486	503	463	493	477	564	439	485	
492	486	503	463	493	477	565	439	485	
492	486	502	463	494	476	565	438	485	
492	487	502	463	493	476	565		485	
492	487	503	463	493	477	564		484	
492	486	503	463	493	477	564		484	
492	487	503	463	493	477	565		484	
492	487	502	463	494	476	565		485	
492	487	502	462	493		565		485	
492	487	502	463	493		564		484	
492	486	503	463	493		565		484	
492	486	503	463	493		565		485	
492	486	502	463	493		565		485	
492	486	502		493		565		485	
492	487	502		493		564		484	
492	486	502		493		565		484	
492		503		493		565		484	
493		502		493		565		484	
492		502		493		565		484	
492		502		493		564		484	
492		503		493		564		484	
492		503		493		564		484	
493		502		493		564			
492		502		493		564			
492		502		493		564			
492		503		493					
492		503		493					
492		502		493					
492		502		492					
492		502		493					
492		502							
492		502							
492		502							
492		502							
492									
492									
492									
492									
