C	D	E	F	G	H	I	J	K	L
63.6	72.4	62.6	64.1	58.7	66.2	81.6	81.1	61.2	60.6
63.1	67.3	67.9	60.7	62.3	58.7	83.0	81.0	59.2	66.2
58.6	76.8	59.6	63.2	63.7	61.0	86.4	79.4	64.6	62.2
58.2	69.2	63.2	59.7	62.6	61.7	81.5	80.5	58.2	60.1
62.2	72.6	64.2	63.2	64.1	61.7	77.0	86.0	59.6	63.7
59.7	70.3	61.7	61.6	63.2	64.1	80.4	79.1	63.2	59.5
64.6	74.4	65.1	61.6	60.1	64.7	86.6	82.1	61.7	69.6
60.2	78.1	64.1	60.7	57.6	63.7	79.4	77.9	60.7	59.7
60.6	76.6	60.2	63.2	62.1	59.2	80.2	77.1	61.1	61.6
58.7	68.1	61.7	60.1	63.7	61.2	81.0	81.0	60.7	62.2
61.2	70.5	58.7	60.7	61.2	60.2	82.4	80.6	61.7	62.7
70.1	69.0	61.7	62.5	66.8	65.1	81.3	77.0	58.7	69.6
59.2	74.6	61.7	60.2	61.6	62.7	93.1	81.5	64.6	63.2
58.1	75.0	59.7	62.6	59.7	61.2	72.9	84.6	56.4	59.2
63.1	76.4	59.1	64.5	61.7	60.7	78.5	78.3	56.7	62.6
60.2	68.1	61.8	62.2	60.7	63.1	79.4	84.0	63.6	62.7
65.7	70.6	60.2	66.1	63.5	65.6	80.2	82.8	61.2	64.1
61.1	72.1	65.2	59.2	63.2	60.1	88.9	81.5	57.2	64.2
60.6	70.6	60.1	58.7	59.2	64.2	78.9	84.9	64.7	61.6
63.7	74.8	59.0	62.6	63.0	59.2	79.6	88.4	58.2	62.4
60.5	69.6	66.3	61.2	62.8	67.1	80.1	84.6	61.2	65.3
62.8	66.9	62.0	63.7	62.2	65.2	79.9	84.3	59.9	62.0
68.6	71.8	60.5	61.2	60.7	63.8	85.1	82.4	58.6	66.5
59.7	70.6	62.9	62.2	61.7	63.1	88.6	80.3	62.7	59.7
61.2	72.5	58.5	58.7	56.2	60.5	79.0	84.3	57.7	62.7
63.7	71.0	62.6	64.1	63.9	66.2	79.0	86.9	59.7	64.3
61.2	69.7	65.0	60.2	59.7	65.7	80.5	87.3	61.2	65.4
66.2	75.9	59.1	61.2	62.1	65.2	81.5	79.0	59.2	60.0
61.2	68.6	59.6	58.7	62.5	65.6	87.8	81.9	64.7	61.4
56.2	68.6	57.1	63.2	56.3	62.2	79.9	82.6	60.2	64.6
56.7	34.2	59.7	66.1	63.2	62.6	81.5	84.0	59.2	65.0
62.2	12.9	61.7	65.1	64.7	66.7	82.0	87.3	60.7	70.6
61.7	15.4	67.2	61.0	62.2	69.1	85.5	82.1	60.7	59.5
61.7	11.5	62.0	63.7	60.1	62.6	87.2	80.6	59.7	72.6
62.4	12.0	59.7	62.8	63.7	64.2	81.6	84.1	66.5	67.9
55.7	12.4	58.2	67.7	63.2	61.2	76.1	81.4	60.2	67.7
65.2	11.4	62.1	61.7	63.0	66.2	80.7	93.0	60.6	69.0
57.7	12.9	60.1	63.6	61.9	61.1	81.0	91.9	61.1	70.9
64.6	18.9	63.2	66.1	61.2	66.3	81.2	86.1	62.5	66.2
64.6	12.4	60.1	62.2	61.2	60.9	81.3	88.0	67.7	62.5
61.6	12.4	60.1	64.2	59.1	61.2	84.6	79.6	57.7	62.2
62.1	12.9	65.7	70.2	65.9	65.3	79.6	84.5	66.5	63.1
61.6	13.4	58.2	62.1	61.2	62.3	85.0	91.0	59.7	63.6
56.7	18.9	66.1	60.7	62.7	69.6	83.4	82.0	59.7	62.6
63.2	44.8	59.7	62.2	63.6	64.7	85.0	83.3	62.6	64.4
59.6	31.8	59.7	65.2	63.7	64.5	83.0	86.6	61.2	66.1
62.6	23.9	64.6	73.0	64.7	63.7	83.8	88.1	64.7	59.0
60.7	25.9	63.0	59.1	59.2	65.6	81.1	86.0	58.6	59.8
60.7	86.6	63.2	64.6	63.7	63.7	82.5	81.6	63.1	61.2
59.7	42.2	68.0	64.1	63.6	62.7	83.1	82.6	64.1	67.2
61.2	110.3	60.2	63.1	63.2	61.2	83.8	86.5	62.9	63.2
62.6	107.7	64.7	64.5	66.6	65.1	81.1	88.7	66.6	65.2
61.2	123.4	62.7	60.2	59.6	68.0	80.1	79.5	63.2	63.9
63.7	129.7	64.2	66.1	62.7	64.6	84.1	88.0	60.7	62.2
66.2	60.7	61.5	61.6	65.2	63.0	83.0	80.8	61.7	70.6
61.7	67.7	63.0	64.5	61.2	66.7	88.4	80.6	67.6	64.2
64.6	86.1	65.1	66.6	66.7	66.8	83.0	83.9	65.1	60.7
61.6	73.7	63.4	67.2	65.7	62.2	85.4	82.1	64.1	65.6
61.7	67.1	59.1	61.6	62.2	60.7	84.6	87.0	63.1	66.2
62.7	95.1	61.6	59.7	62.4	64.6	82.5	79.3	60.2	65.6
63.1	51.2	62.6	62.0	64.7	64.6	85.6	79.1	67.2	67.5
66.1	59.2	65.6	63.1	60.2	68.1	85.2	80.4	63.1	66.0
65.1	28.4	61.7	60.7	64.1	63.8	85.4	82.4	64.2	60.3
62.1	23.4	61.6	62.6	62.7	61.6	90.9	78.8	60.7	63.2
62.6	40.2	59.2	63.2	63.6	67.5	87.0	86.5	61.7	62.7
62.6	68.7	63.6	58.7	65.2	62.7	82.0	82.0	60.6	68.1
63.7	80.1	65.1	61.7	67.6	65.6	87.6	85.1	70.6	66.1
68.2	79.5	57.8	65.7	64.5	57.7	84.5	79.1	65.6	60.7
65.2	70.0	68.0	64.5	60.2	63.2	89.0	78.5	59.6	59.2
63.1	75.0	61.7	64.6	65.8	65.7	81.5	84.6	62.2	63.7
63.6	82.9	69.1	62.7	65.5	63.6	77.2	85.9	61.1	66.2
65.9	83.6	67.0	66.8	67.2	64.7	86.0	82.7	65.1	67.0
61.7	93.7	64.9	62.5	64.6	63.0	83.7	80.5	61.7	59.2
64.0	83.2	65.7	66.2	64.6	62.2	88.4	81.9	64.0	63.2
63.2	87.5	63.1	63.1	62.6	62.7	84.9	89.0	62.1	62.1
68.1	87.8	66.2	62.6	63.2	64.2	82.5	87.8	60.7	60.7
69.7	94.0	69.7	64.7	65.1	65.2	84.9	83.4	67.1	69.1
60.2	105.9	63.7	63.3	68.1	62.1	84.3	79.5	62.1	61.0
61.7	105.1	65.1	63.7	63.2	65.7	86.9	82.0	61.5	63.2
64.2	104.0	62.6	64.0	63.6	61.6	77.6	81.0	65.7	63.7
65.7	107.4	64.7	63.6	62.6	65.5	85.2	87.3	62.7	60.2
63.9	105.7	65.2	67.0	61.4	65.1	82.0	85.1	63.6	68.0
61.7	114.9	59.7	59.9	62.5	61.7	85.3	81.7	65.1	62.3
63.6	113.9	62.5	62.7	70.0	59.2	86.8	75.8	60.7	60.7
64.4	111.0	61.2	59.2	61.7	64.6	79.5	80.0	63.7	63.2
62.6	108.3	62.2	67.2	63.1	64.2	83.9	84.1	62.1	63.7
64.3	110.6	65.5	69.2	62.6	64.8	84.0	85.6	63.0	64.7
59.7	110.2	61.6	60.4	60.6	61.6	86.4	82.4	64.6	66.0
63.1	116.6	60.7	66.0	64.6	62.2	85.8	80.4	62.1	59.6
59.7	117.1	63.5	63.0	65.1	63.7	79.2	83.1	60.2	60.2
61.2	110.9	65.2	62.0	63.7	61.2	84.5	80.4	59.2	60.2
67.2	109.2	64.7	65.7	66.6	67.1	85.5	87.4	62.2	64.2
60.1	114.0	62.6	59.6	61.7	63.5	83.0	85.3	63.2	66.0
63.6	113.1	64.2	65.2	61.1	60.1	89.8	78.5	59.1	63.8
61.7	113.5	66.1	67.0	68.5	60.6	85.5	76.9	64.1	61.4
65.6	111.7	63.7	60.7	61.9	62.7	83.0	79.6	59.6	62.6
69.1	111.1	61.2	67.2	64.6	67.2	83.0	85.9	60.6	64.6
60.6	107.4	66.0	60.7	64.6	67.2	86.0	76.1	62.2	65.7
63.7	113.8	63.5	63.7	56.7	59.2	86.2	79.5	63.9	68.9
59.7	113.8	60.2	62.7	64.1	63.7	82.4	82.0	61.5	59.1
70.3	110.1	62.6	66.6	62.1	63.2	81.0	81.1	62.0	61.2
67.1	113.7	67.1	64.7	63.1	66.7	88.5	88.9	62.6	60.7
64.9	109.4	68.7	61.7	58.7	67.2	84.1	83.5	59.6	59.2
60.4	114.5	64.2	60.8	63.7	64.1	88.1	82.7	62.2	62.5
60.5	112.5	60.2	62.2	64.2	61.7	86.4	82.6	58.7	64.1
62.7	114.7	59.8	65.9	66.6	56.2	79.6	81.4	59.6	65.6
63.8	114.1	67.7	59.5	67.6	66.0	82.9	84.5	65.1	61.6
63.2	109.0	61.9	64.7	63.0	65.4	82.4	83.3	60.7	62.9
60.7	116.7	63.0	60.2	62.7	59.7	88.9	76.6	63.6	66.7
60.2	108.0	64.2	60.2	61.1	61.2	89.1	84.1	56.6	60.7
63.2	109.9	61.2	63.6	62.7	60.2	81.5	82.0	58.1	64.6
63.0	117.6	65.2	64.7	67.7	66.0	83.5	81.0	64.7	65.1
69.0	109.8	61.9	58.3	62.7	65.5	81.1	81.0	61.1	61.7
58.0	112.6	65.2	62.2	60.2	61.7	91.2	81.7	61.7	63.5
62.2	111.2	63.2	63.7	64.6	62.0	85.4	80.6	65.2	61.7
60.2	111.2	63.2	64.7	63.7	59.6	82.9	82.8	61.1	59.1
62.7	109.4	63.7	64.2	61.1	64.5	80.6	81.4	62.7	62.6
62.1	115.0	64.6	65.7	66.6	62.6	80.1	86.8	65.5	65.3
65.5	115.9	66.5	60.8	61.2	67.6	87.0	81.5	61.2	67.1
60.6	117.8	59.7	60.7	64.7	63.1	82.1	80.9	66.2	60.6
60.2	109.3	59.7	60.7	59.7	62.7	87.3	77.4	59.7	61.6
63.0	111.6	63.7	66.9	69.9	61.4	78.8	82.1	62.5	64.6
63.6	115.1	62.2	61.7	66.1	62.2	81.0	83.0	63.2	64.4
64.0	112.9	64.7	59.5	63.7	62.9	87.9	87.1	63.7	62.6
62.2	112.3	63.5	61.5	60.2	60.8	84.7	79.0	61.7	61.1
63.0	110.0	62.7	60.9	61.9	65.4	85.5	80.6	61.1	61.6
60.1	114.3	60.7	67.5	66.5	65.2	85.8	82.5	62.6	62.2
59.1	113.1	62.5	57.7	60.7	61.6	81.4	82.7	59.9	66.0
62.1	118.8	61.6	63.7	63.7	64.0	84.5	80.6	60.4	57.7
60.6	110.6	70.0	61.7	65.2	69.0	83.6	82.8	65.5	62.2
62.0	105.5	61.2	62.2	64.2	58.6	80.2	80.1	62.6	62.7
65.0	114.5	61.6	65.6	68.6	62.0	88.5	80.6	60.7	60.2
62.6	107.6	61.2	63.6	58.1	61.7	83.9	80.6	59.6	66.5
62.6	117.9	59.6	58.6	60.2	61.6	80.6	77.1	59.6	62.7
65.3	109.3	63.7	59.7	65.7	62.7	80.4	81.0	60.6	64.2
58.6	117.8	60.6	63.7	60.1	63.7	80.8	82.6	60.6	59.5
62.7	112.4	62.1	66.2	66.2	63.7	83.8	77.6	63.7	61.6
60.1	110.8	61.2	62.6	66.6	66.1	85.0	81.0	59.2	65.2
59.6	116.9	62.0	64.6	59.2	57.7	83.1	81.4	66.3	61.8
66.1	116.7	63.7	61.2	62.1	63.6	85.0	80.5	65.2	70.0
61.3	115.1	67.6	65.3	60.7	61.2	82.5	81.9	66.1	65.9
62.5	111.5	66.0	66.1	61.7	64.1	82.1	77.6	61.7	63.5
61.1	112.2	61.2	68.1	66.0	61.7	86.1	80.0	65.1	64.1
57.7	111.8	63.2	60.5	62.7	60.2	82.0	79.1	60.2	59.7
62.6	111.3	62.7	58.2	60.7	68.2	86.1	81.5	62.7	59.6
60.2	115.8	64.6	61.6	61.1	61.6	82.6	81.8	63.2	64.6
63.2	110.6	61.2	63.2	64.2	63.7	85.0	82.1	66.5	60.6
61.2	109.6	64.7	63.0	64.2	61.6	85.3	82.5	58.6	61.5
58.8	112.0	62.2	60.7	59.7	61.0	82.0	81.6	59.1	66.2
62.1	110.3	62.2	63.7	62.2	62.7	80.9	79.5	58.2	61.7
64.5	113.2	64.2	63.7	60.7	63.3	79.1	81.0	61.2	63.1
67.5	108.6	66.0	65.7	67.1	65.7	80.1	83.4	67.6	62.6
62.1	108.9	60.1	67.0	63.5	64.7	81.7	81.4	62.7	64.1
62.2	116.9	56.7	60.1	64.6	64.2	84.5	78.6	59.7	58.3
62.5	107.4	60.7	60.2	60.7	64.7	90.1	80.5	60.2	62.2
66.2	111.2	63.7	61.5	61.2	63.7	84.4	82.7	58.2	62.2
66.7	114.3	74.6	65.2	63.0	61.2	79.6	78.4	64.7	61.0
63.2	103.7	63.9	65.0	63.2	62.2	82.6	82.3	60.6	61.2
62.7	108.3	58.6	61.2	63.4	64.1	85.7	80.9	61.7	59.2
60.2	110.8	59.6	61.7	59.2	58.7	87.5	83.2	62.1	60.2
62.1	110.0	63.1	60.5	60.6	64.2	81.6	80.5	64.1	58.7
63.1	113.9	63.6	61.6	62.6	64.5	82.0	82.8	64.1	71.7
60.3	112.8	59.2	62.5	63.5	65.7	81.5	80.2	62.5	62.6
61.7	115.5	61.7	59.7	64.1	59.7	81.6	81.6	63.9	60.2
59.6	110.4	61.3	63.1	62.2	63.5	88.5	79.1	61.1	59.2
60.7	108.3	57.7	62.2	60.7	59.1	89.3	85.5	61.0	60.1
62.1	110.8	65.1	62.2	63.6	67.6	81.3	87.4	63.1	64.7
63.6	115.4	65.3	63.6	64.6	62.2	81.1	80.9	62.2	65.2
59.6	112.1	63.1	67.2	64.4	61.1	82.5	76.6	64.6	61.2
60.2	107.9	63.7	62.6	66.5	64.2	88.9	78.8	62.2	57.7
62.4	115.9	60.1	61.7	62.7	62.2	78.6	77.9	58.7	60.6
63.2	107.1	64.2	68.7	63.2	65.7	88.9	80.8	60.2	63.0
62.2	107.9	63.5	62.5	61.7	59.2	79.7	85.0	60.2	69.7
60.1	115.3	60.8	62.1	61.1	60.1	81.0	79.1	62.9	61.2
61.7	108.6	62.7	61.7	67.0	63.2	89.0	82.5	59.2	64.2
55.7	110.6	62.2	65.2	58.2	62.7	82.4	81.4	56.7	63.2
61.2	110.5	60.7	61.1	64.7	68.1	86.6	77.5	61.7	59.2
61.2	103.6	68.1	61.9	64.2	65.2	78.7	86.7	62.2	69.6
61.2	117.5	58.0	60.6	59.7	63.6	80.6	81.7	62.1	62.1
61.6	112.7	65.6	65.1	59.0	60.7	84.6	82.5	63.2	63.1
60.3	111.1	65.1	58.2	65.3	61.1	82.0	81.3	61.2	60.2
64.9	111.3	58.2	58.5	58.7	64.0	78.3	74.7	62.2	59.3
66.4	112.9	60.7	61.6	61.2	64.7	85.0	81.7	59.2	64.0
63.1	106.2	62.2	61.2	63.2	65.2	79.6	80.4	61.7	66.1
62.9	114.7	59.2	65.1	57.2	61.1	85.1	80.9	60.6	64.4
63.1	108.7	63.7	60.5	63.2	59.2	88.3	78.1	63.2	59.0
63.9	106.5	59.5	62.7	62.7	64.2	80.4	77.7	62.5	63.1
68.2	112.4	61.6	64.5	66.4	64.9	84.7	80.4	64.1	64.2
59.2	112.9	67.2	58.7	61.2	58.2	82.4	82.4	61.7	61.7
61.8	116.0	61.2	58.2	60.6	63.7	84.0	81.9	62.0	62.2
60.7	117.9	60.7	64.7	62.2	62.2	81.1	80.1	59.2	63.7
61.9	107.7	63.2	60.7	63.2	65.7	82.4	74.6	63.7	59.7
65.6	104.6	62.2	64.7	63.1	67.4	80.1	81.0	63.2	64.2
62.6	110.2	62.6	62.5	58.6	59.1	88.9	82.6	59.7	63.2
62.1	110.3	65.1	58.2	62.4	58.1	86.9	79.0	61.6	59.2
62.2	112.4	59.2	63.7	64.9	61.0	85.1	80.4	57.2	63.2
60.7	108.2	62.2	64.7	61.9	60.2	81.0	77.5	61.2	58.7
67.1	105.7	68.6	65.6	66.6	66.1	83.5	80.8	66.6	68.6
64.1	111.5	59.6	64.6	61.6	62.0	84.8	74.9	61.7	60.6
65.7	111.4	64.0	58.2	62.6	58.6	89.4	81.1	64.7	66.0
59.6	106.7	68.2	61.2	61.2	62.9	81.5	81.6	61.7	65.0
59.1	113.3	61.7	68.1	65.6	62.1	84.5	76.4	61.7	58.7
72.5	106.3	64.6	63.7	63.6	64.7	83.8	84.9	64.6	63.6
67.0	109.2	62.1	58.7	66.6	65.2	81.5	78.3	60.6	62.6
59.2	111.6	70.2	59.2	61.2	60.1	88.2	83.8	63.2	65.2
61.2	110.3	64.1	59.7	63.1	60.4	83.1	77.1	60.2	62.7
62.7	114.2	59.7	68.2	63.7	62.6	77.8	79.2	59.2	68.1
62.1	111.2	65.7	67.6	64.6	65.5	85.0	80.4	64.7	61.7
66.5	107.3	62.7	60.2	60.6	62.7	77.1	77.1	64.2	59.1
63.1	111.5	58.2	61.2	62.1	64.1	85.6	81.1	63.7	64.6
59.0	114.4	63.6	60.5	61.0	61.2	84.7	84.2	61.2	60.3
62.6	105.0	61.6	61.2	60.2	66.7	79.1	83.6	60.2	62.7
63.5	115.0	66.7	66.7	61.7	64.2	86.5	81.1	63.1	61.0
58.7	110.3	62.6	62.5	61.7	63.1	83.1	78.6	63.9	63.2
64.0	111.2	62.7	62.2	63.5	64.0	84.2	78.1	60.5	60.1
60.8	109.4	64.5	61.7	61.1	64.7	83.0	84.9	61.0	64.6
61.1	108.0	60.5	62.7	59.0	61.6	79.0	81.6	59.1	52.7
65.7	110.4	65.2	70.0	64.8	63.6	80.5	82.5	62.2	71.6
61.2	108.2	60.7	63.2	62.2	58.3	83.4	79.6	61.6	58.2
64.7	110.8	63.7	61.7	61.2	65.1	85.5	76.7	60.2	65.2
62.8	105.7	64.0	64.6	64.6	64.4	80.9	83.2	64.7	65.7
61.0	109.6	63.6	57.0	61.6	63.2	83.1	81.8	59.2	62.0
59.7	105.9	63.2	67.7	67.7	65.7	80.0	80.9	60.1	63.7
60.7	115.9	58.1	66.2	57.7	60.6	86.5	77.5	60.6	61.6
59.7	106.5	62.2	59.6	58.7	61.7	86.1	81.4	58.8	60.1
65.0	105.4	65.1	58.7	64.2	61.7	78.0	79.2	62.7	62.2
57.2	109.2	61.8	62.1	60.7	64.2	83.0	82.9	64.1	61.2
59.7	110.4	64.6	67.6	66.7	64.1	86.1	81.5	61.2	64.2
61.2	109.3	57.2	62.7	61.9	59.7	86.1	81.0	57.3	62.7
60.6	117.7	61.7	64.1	61.2	61.2	87.3	78.8	63.2	62.2
58.5	107.0	63.7	64.4	62.2	65.0	81.4	80.5	60.2	63.7
60.7	110.4	65.5	64.6	63.7	60.0	79.5	79.8	65.1	61.4
65.1	109.0	63.1	65.2	63.5	67.6	86.8	83.5	59.2	53.2
55.3	102.5	63.2	64.0	64.1	62.7	83.0	74.1	59.6	78.1
61.7	116.9	61.7	57.1	62.2	60.7	88.1	78.5	58.7	63.1
64.7	111.4	63.7	58.7	63.2	63.7	82.0	78.7	61.2	62.7
57.2	107.6	65.7	62.2	59.7	63.6	82.4	72.6	62.1	66.1
64.0	104.2	64.2	62.6	67.5	65.7	83.0	100.3	65.2	60.9
62.1	106.9	62.2	61.7	65.2	58.1	84.0	75.0	63.2	57.8
58.7	107.8	59.7	55.7	58.7	60.2	85.5	76.5	59.7	57.2
60.1	113.9	58.1	62.7	60.6	63.6	82.9	77.0	61.7	64.7
62.0	101.8	61.2	58.1	61.2	50.2	80.6	77.9	62.2	60.1
64.7	106.5	67.8	62.7	62.6	79.6	84.1	81.1	69.0	61.7
62.8	107.8	57.7	63.2	64.1	64.5	79.1	77.0	57.8	61.2
62.0	112.8	64.6	63.6	61.2	59.2	86.5	77.0	59.7	59.7
63.2	113.2	66.6	61.2	60.7	59.4	89.8	78.0	60.7	61.1
66.2	110.3	61.5	59.7	58.6	65.0	84.0	78.0	61.1	65.0
65.2	108.0	65.6	74.2	64.1	60.7	82.1	77.1	65.9	64.6
67.1	103.0	60.0	64.7	62.6	56.8	80.1	80.4	58.7	57.7
61.7	112.2	60.6	59.3	61.0	60.1	83.5	75.5	60.7	62.6
56.2	118.6	61.7	58.2	61.2	61.5	90.5	78.1	61.4	61.7
64.7	110.3	62.7	60.7	59.2	59.1	78.5	75.0	63.6	62.7
62.2	105.8	63.7	64.1	65.1	60.5	80.4	80.6	66.1	67.5
61.7	100.3	67.6	64.7	62.6	57.7	80.1	87.0	59.7	61.7
62.2	112.8	61.2	62.2	66.1	57.7	81.0	79.6	58.3	63.2
58.8	103.9	61.6	54.8	57.7	59.7	85.8	74.4	58.6	59.7
61.2	103.8	58.1	61.7	59.6	62.5	86.5	76.1	68.3	59.7
67.1	106.9	64.6	60.6	58.6	62.2	80.1	75.5	61.2	68.6
61.7	107.1	65.6	61.2	65.2	60.1	71.5	85.9	61.6	62.7
61.9	107.5	59.7	64.7	64.7	60.0	98.3	76.9	61.7	60.6
63.9	104.7	61.7	60.2	59.7	62.2	84.4	77.3	58.7	62.2
64.1	106.7	59.2	64.2	59.7	60.7	87.6	76.1	58.7	60.6
66.2	111.7	61.1	63.5	63.1	62.4	78.9	79.1	64.2	64.5
62.1	107.5	64.2	57.2	53.3	60.6	73.8	86.1	63.1	62.7
60.7	109.3	62.2	62.7	72.6	61.6	79.0	80.6	62.1	63.5
62.0	107.2	59.2	57.8	68.1	62.1	78.0	79.6	61.2	63.6
62.2	112.2	60.5	62.0	62.9	59.1	81.2	76.5	60.2	59.7
63.2	104.7	66.7	63.1	59.2	66.5	83.9	77.6	63.6	65.5
61.4	109.5	70.0	60.6	60.1	61.7	79.5	82.3	60.7	62.9
60.1	107.1	64.2	57.7	60.6	59.2	81.0	81.1	61.1	58.4
59.2	107.0	59.6	64.4	62.1	61.2	85.0	75.4	60.2	64.0
59.2	104.9	60.7	61.8	61.5	63.0	79.8	77.1	60.1	63.1
55.1	107.5	61.7	63.6	61.9	65.4	88.1	79.1	63.7	60.2
79.9	108.8	62.2	65.7	56.1	60.6	77.0	82.1	62.2	71.1
65.1	101.8	64.7	57.7	58.6	62.7	80.4	77.1	58.7	58.2
60.6	113.6	57.7	60.2	62.6	59.1	87.0	87.1	63.7	59.1
60.2	102.7	61.4	60.3	59.7	58.2	76.0	78.0	60.2	58.1
63.7	107.1	60.1	62.2	61.1	63.6	85.9	80.9	61.1	61.6
60.7	114.7	60.2	62.2	58.1	58.6	80.4	78.6	62.0	66.2
60.2	106.7	61.2	62.6	62.2	61.5	78.4	75.1	63.5	64.0
63.2	113.2	62.0	63.2	65.1	57.7	86.1	85.4	59.7	59.6
59.1	103.4	63.4	61.1	61.9	64.8	80.1	76.0	60.2	57.7
62.6	107.5	62.8	64.2	62.7	60.2	80.5	77.2	63.2	64.1
60.1	108.3	60.6	57.6	65.7	62.6	81.5	76.1	60.2	62.4
60.6	105.9	63.1	59.6	59.7	60.2	82.4	80.8	59.2	61.6
57.7	113.5	61.8	64.6	62.3	60.6	92.7	76.9	62.2	59.2
62.6	105.9	61.1	63.0	65.7	63.7	79.3	81.4	59.2	56.7
58.2	104.1	65.5	66.1	61.7	60.2	77.6	78.9	66.1	62.7
63.2	105.3	62.0	60.2	65.1	65.2	82.0	79.6	61.1	65.6
56.0	107.5	63.7	63.1	61.7	52.7	81.0	76.6	63.2	62.7
58.7	114.9	63.6	59.6	59.7	62.5	84.6	77.6	59.1	59.2
58.5	99.8	58.2	64.7	62.7	59.7	79.1	79.5	58.6	57.2
63.1	105.7	63.2	66.6	61.2	62.2	79.0	80.0	64.7	58.1
63.7	111.8	64.1	61.6	64.1	60.7	83.4	82.0	58.9	62.7
59.7	109.1	57.7	58.7	63.1	57.1	83.1	76.8	59.7	62.6
59.6	108.7	62.2	61.2	61.7	63.5	83.4	75.6	66.1	62.0
61.2	103.6	61.1	61.2	58.7	61.2	84.4	81.6	59.2	60.7
59.6	100.9	62.0	66.7	65.5	66.2	84.5	76.1	63.6	60.1
59.7	106.2	59.6	60.6	61.2	58.6	79.3	83.6	63.2	64.7
64.6	103.9	61.2	57.7	61.1	61.7	83.8	76.4	58.2	61.7
61.5	112.3	63.7	59.7	63.2	61.2	84.2	76.0	67.7	65.2
60.7	104.4	58.7	60.7	59.6	60.2	77.5	76.4	57.6	61.6
64.7	104.8	58.7	67.7	68.7	58.7	79.0	81.1	60.6	60.2
57.1	103.2	65.0	60.7	59.2	59.7	81.5	81.5	57.2	
62.2	102.6	65.2	59.8	61.2	64.7	87.4	78.3	62.2	
58.9	108.9	60.6	58.7	57.7	59.2	81.4	75.6	63.0	
63.2	106.9	63.9	56.7	65.6	59.7	78.0	79.0	62.1	
63.1	108.4	61.0	65.7	67.2	60.7	78.6		60.2	
60.5	105.0	61.4	63.2	64.8	58.2	84.4		58.7	
60.2	105.3	59.6	57.3	59.1	65.7	79.6		56.9	
66.1	112.6	62.8	63.0	65.1	60.2	86.3		59.7	
59.2	106.5	61.1	60.6	61.5	60.7	78.1		61.2	
57.2	108.6	58.7	67.6	62.7		77.5		61.6	
60.6	102.1	63.1	57.5	67.1		80.5		59.2	
60.1	104.2	62.2	65.1	56.7		81.1		56.2	
59.8	107.5	63.7	57.9	61.0		86.9		61.2	
64.2	102.0	62.6	60.5	59.4		83.1		64.2	
59.7	111.9	60.7		58.2		81.1		64.6	
64.6	106.3	65.2		68.0		80.8		60.5	
57.5	107.2	62.1		57.7		80.5		57.6	
60.5		62.7		60.1		85.0		59.2	
58.9		66.1		56.2		82.4		63.1	
58.6		58.7		61.5		79.1		65.6	
59.5		62.7		65.5		79.5		59.1	
56.7		58.7		63.6		78.0		60.6	
56.7		59.9		63.0		79.6		58.1	
61.7		58.7		60.6		90.9			
60.7		65.2		60.0		78.5			
66.6		64.2		64.2		76.5			
63.1		62.2		61.7					
58.6		59.6		62.1					
63.7		63.2		65.6					
59.1		62.2		62.7					
62.2		61.2		63.1					
61.2		60.7							
59.2		59.7							
63.2		63.1							
58.8		59.9							
58.7									
60.2									
59.6									
59.7									
