procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 1170284 120968 273892 252572    0    0    51   835 20500 18512 34 24 37  5  0	
 1  1 1170284 131012 274172 252628    0    0    51   893 19647 16821 24 25 46  5  0	
 1  0 1170284 122484 274464 252656    0    0    51   949 21058 19560 25 26 44  5  0	
 1  0 1170284 124768 274744 252720    0    0    51   838 22239 21546 35 34 29  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 1170284 123216 275028 252756    0    0    51   906 23087 23906 34 32 32  3  0	
 2  1 1170284 125796 275312 252828    0    0    57  1898 22962 23680 39 36 22  3  0	
 1  0 1170284 125276 275600 252868    0    0    51  9216 22366 22442 43 35 20  2  0	
 2  0 1170284 121840 275892 252928    0    0    51 10614 23137 24361 44 37 17  2  0	
 1  0 1170284 117892 276180 252968    0    0    51 10417 23598 25143 44 35 19  2  0	
 9  0 1170284 116776 276460 253012    0    0    51 10612 24033 25461 45 35 18  1  0	
 7  0 1170284 117880 276736 253044    0    0    58 10626 23893 25469 46 36 16  2  0	
 2  0 1170284 118492 277016 253096    0    0    51 10100 23882 25366 45 37 15  2  0	
 5  1 1170284 117020 277296 253132    0    0    51 10638 23909 25495 48 36 15  1  0	
 8  0 1170284 116484 277576 253184    0    0    51 10402 23378 24827 47 37 14  1  0	
 1  0 1170284 116020 277840 253224    0    0    51 10597 23472 25052 46 38 14  2  0	
 2  0 1170284 116260 278124 253248    0    0    51  8427 23707 25238 45 35 18  2  0	
 1  0 1170284 124088 269164 253068    0    0    51 10441 23529 24864 48 37 14  2  0	
10  0 1170284 120604 269440 253120    0    0    51 10038 23874 25426 46 36 17  1  0	
 7  0 1170284 121480 269720 253152    0    0    51  6534 23820 25864 45 36 17  2  0	
 3  0 1170284 123096 270000 253384    0    0    90  5617 23563 24070 51 37 11  1  0	
 0  0 1170284 122320 270280 253440    0    0    51   861 23918 25813 46 35 18  2  0	
 2  0 1170284 122708 270552 253464    0    0    51  8819 23401 23971 52 37 10  2  0	
 2  0 1170284 121476 270832 253524    0    0    51 10068 23581 24133 50 36 13  2  0	
 2  0 1170284 120864 271120 253556    0    0    51  3006 23675 25397 46 37 15  2  0	
 0  0 1170284 119716 271420 253600    0    0    51  4910 23051 24007 51 39  9  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  1 1170284 117296 271712 253636    0    0    51   913 23994 25896 45 37 16  2  0	
 8  0 1170284 118848 272004 253692    0    0    51  7108 24178 24947 48 36 14  2  0	
 2  0 1170284 120120 272284 253724    0    0    51 10014 24017 24559 50 35 14  1  0	
 4  0 1170284 118880 272556 253776    0    0    51  7016 23323 24959 47 37 15  1  0	
 6  1 1170284 119584 272844 253808    0    0    51   881 23986 25917 45 35 17  3  0	
 2  0 1170284 118508 273124 253852    0    0    51  1685 23364 25021 47 38 14  2  0	
 2  0 1170284 119492 273404 253904    0    0    51  6555 23305 24251 50 37 12  2  0	
 4  0 1170284 118252 273680 253948    0    0    51  1932 23238 24943 48 38 12  2  0	
15  0 1170284 116080 273972 254000    0    0    51  9450 23679 24346 50 35 13  1  0	
 4  1 1170284 114568 274268 254028    0    0    51  8005 23570 23817 49 37 13  1  0	
 3  0 1170284 117896 274548 254072    0    0    51   840 24345 26090 44 36 18  2  0	
 2  0 1170284 117120 274820 254116    0    0    51   890 23784 25530 44 36 18  2  0	
11  0 1170284 118012 275088 254160    0    0    51   864 23605 25304 45 38 16  2  0	
 3  1 1170284 117376 275372 254204    0    0    51   915 23640 25481 44 36 18  2  0	
 4  0 1170284 115796 275648 254244    0    0    51  2354 23714 25102 47 36 14  2  0	
 4  0 1170284 115136 275928 254288    0    0    51 10370 23398 24335 48 35 15  2  0	
 7  0 1170284 121892 267064 253624    0    0    51  6350 23256 24690 50 38 11  1  0	
 4  0 1170284 120924 267344 253664    0    0    51  8362 23418 24090 49 36 14  1  0	
 8  0 1170284 121156 267640 253708    0    0    61  6227 23606 24497 48 36 14  2  0	
 4  0 1170284 122600 267928 253744    0    0    51  8530 23414 23914 50 37 12  1  0	
 6  0 1170284 122584 268200 253796    0    0    51 10518 23451 23556 52 34 12  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 1170284 121856 268500 253880    0    0    57  3374 23360 24623 47 38 13  2  0	
 2  0 1170284 122684 268796 253912    0    0    51  6550 23892 24666 48 35 15  2  0	
 4  1 1170284 121864 269068 253952    0    0    51 10186 22929 23663 50 38 11  1  0	
 4  0 1170284 122336 269368 254000    0    0    51 10356 23691 24661 49 36 14  1  0	
 2  0 1170284 121352 269652 254044    0    0    51 10193 23216 23404 50 38 11  1  0	
 5  0 1170284 121848 269952 254080    0    0    51 10231 24097 24461 48 34 16  1  0	
 8  0 1170284 118420 270232 254132    0    0    51  8606 23143 23721 51 36 12  1  0	
 6  0 1170284 120872 270520 254168    0    0    51  9458 23528 23660 52 36 11  1  0	
 3  0 1170284 120460 270792 254224    0    0    51 10335 23483 23649 50 36 13  2  0	
 3  0 1170284 120500 271072 254264    0    0    51  9610 23281 23783 48 37 13  1  0	
12  0 1170284 119724 271368 254308    0    0    51 10435 23251 24379 48 35 15  2  0	
 3  1 1170284 120128 271644 254348    0    0    51 10614 23191 23996 49 36 13  1  0	
 3  0 1170284 116988 271924 254392    0    0    51  4390 23832 25629 43 36 19  2  0	
 3  0 1170284 116452 272204 254432    0    0    51   886 22890 24268 47 41 11  1  0	
 5  0 1170284 119244 272484 254472    0    0    51   914 24042 25926 42 35 20  2  0	
 9  0 1170284 118484 272764 254508    0    0    58  1341 24007 25648 45 35 18  2  0	
 4  0 1170284 118260 273036 254556    0    0    51   838 23835 25570 47 36 15  3  0	
 5  0 1170284 119244 273320 254596    0    0    51   851 23984 25709 44 35 18  3  0	
 0  0 1170284 118532 273588 254644    0    0    51   898 23703 25337 44 38 16  2  0	
 0  1 1170284 118268 273872 254688    0    0    51  8094 23616 24783 46 36 16  2  0	
10  0 1170284 117368 274144 254736    0    0    51  9418 23074 24201 48 37 14  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 1170284 116872 274428 254780    0    0    51 10770 23853 24983 44 36 19  1  0	
 2  0 1170284 113360 274700 254820    0    0    51 10357 23243 24238 48 37 13  1  0	
 1  0 1170284 115780 274988 254860    0    0    51 10409 23586 25012 45 36 18  2  0	
 1  0 1170284 115260 275252 254900    0    0    51 10550 23730 24860 45 35 18  2  0	
 7  0 1170284 115540 275536 254944    0    0    51 10412 23459 24773 46 38 15  1  0	
 3  0 1170284 114764 275816 254992    0    0    51 10369 23615 24580 45 36 17  1  0	
 4  0 1170284 115292 276088 255028    0    0    51 10629 23215 24320 46 37 16  1  0	
14  0 1170284 119800 267600 255072    0    0    51 10369 23644 24792 45 35 19  2  0	
 1  0 1170284 123444 267864 255060    0    0    51 10596 23031 24149 47 38 14  1  0	
 8  0 1170284 122228 268152 255092    0    0    51  4062 24223 25983 42 34 22  2  0	
 3  0 1170284 113616 268424 255140    0    0    51   810 22862 24946 48 40 10  2  0	
 3  0 1170284 115800 268708 255188    0    0    51   898 24190 25901 42 34 20  3  0	
 9  0 1170284 117496 268980 255232    0    0    51   934 23748 25772 42 37 18  3  0	
 2  0 1170284 116328 269252 255272    0    0    51   866 23566 25273 44 37 16  2  0	
 2  1 1170284 116956 269544 255312    0    0    51   887 23846 25684 44 35 19  2  0	
 6  1 1170284 116716 269820 255340    0    0    51   917 23810 25653 45 37 18  1  0	
 5  0 1170284 116204 270104 255388    0    0    51   889 24206 25782 43 35 20  2  0	
 1  1 1170284 116444 270388 255424    0    0    51  1363 23404 25103 47 38 13  2  0	
 3  0 1170284 116236 270672 255488    0    0    51  7261 23821 23813 47 35 15  2  0	
 7  0 1170284 112660 270944 255520    0    0    51  9461 22993 23561 49 38 12  2  0	
 6  0 1170284 116368 271240 255568    0    0    51 10066 23893 24396 46 34 17  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
