procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 918508 125628 212048 332660    0    0    51 10206 20883 18550 38 33 27  2  0	
 5  0 918508 124924 212368 332712    0    0    52 10171 21006 18608 34 26 37  4  0	
 1  0 918508 124784 212664 332740    0    0    51 10632 20537 17781 37 30 29  3  0	
 2  0 918508 124304 212964 332780    0    0    51 10602 21148 18822 34 27 36  4  0	
10  0 918508 117548 213252 332836    0    0    52 10339 20887 19027 36 28 33  3  0	
 3  0 918508 123404 213560 332880    0    0    51 10515 20699 17498 37 29 31  3  0	
 6  0 918508 123560 213860 332916    0    0    51 10602 21459 18897 34 26 37  3  0	
 1  0 918508 123032 214168 332964    0    0    51 10622 20611 17326 38 32 27  2  0	
 9  1 918508 122692 214476 333000    0    0    51  9573 21387 19627 33 25 39  3  0	
 3  1 918508 122164 214796 333040    0    0    51   767 21127 19702 33 33 33  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  1 918508 122444 215148 333080    0    0    51  1190 21243 20728 29 25 42  5  0	
 1  1 918508 121784 215492 333120    0    0    58   960 21372 20100 32 32 32  4  0	
 3  1 918508 121916 215820 333180    0    0    51   474 21333 20736 29 24 43  3  0	
 0  0 918508 120056 216152 333196    0    0    51   607 21258 19813 32 31 34  2  0	
 1  0 918508 121040 216468 333260    0    0    51   942 21280 20472 30 26 41  4  0	
 0  0 918508 120584 216788 333304    0    0    51   916 21338 20162 31 30 35  4  0	
 1  1 918508 120312 217132 333324    0    0    51   943 21479 20527 29 27 39  4  0	
 1  0 918508 119568 217468 333372    0    0    51   887 21139 19790 32 31 33  3  0	
 4  1 918508 120816 217800 333380    0    0    51   929 21229 20446 31 28 37  5  0	
 7  0 918508 114924 218108 333436    0    0    51   910 21345 20616 31 29 35  5  0	
 1  0 918508 118824 218448 333484    0    0    51   913 21146 20360 30 28 38  4  0	
 2  0 918508 118204 218784 333532    0    0    51   845 21620 20790 29 27 40  4  0	
 1  0 918508 118112 219116 333568    0    0    51   942 21326 20362 31 28 36  4  0	
 2  0 918508 117096 219444 333616    0    0    51   932 21374 20354 31 29 36  4  0	
 1  1 918508 117352 219768 333656    0    0    51   920 21323 20272 30 29 38  4  0	
 0  0 918508 116840 220116 333704    0    0    51   890 21297 20407 29 28 39  4  0	
 0  1 918508 126388 210828 333600    0    0    51   977 21288 20145 31 29 35  5  0	
 7  2 918508 122456 211156 333652    0    0    51  4222 21022 19129 34 27 34  4  0	
 0  2 918508 125792 211456 333688    0    0    51 10419 20889 17754 39 29 28  3  0	
 1  1 918508 124932 211788 333720    0    0    51  2712 21142 20481 28 26 43  3  0	
 5  0 918508 125040 212100 333784    0    0    51  7966 20637 17670 39 31 27  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 918508 124180 212408 333832    0    0    51  9558 20926 17668 36 27 34  3  0	
 0  0 918508 124148 212752 333884    0    0    51  7273 20805 18173 37 30 30  3  0	
 2  0 918508 123444 213068 333916    0    0    51 10590 21301 19469 33 25 38  3  0	
 3  0 918508 118456 213360 333960    0    0    51 10240 21102 18370 37 29 32  3  0	
 1  0 918508 122700 213660 333992    0    0    51  8222 20489 18811 34 30 32  3  0	
 1  2 918508 122824 214004 334036    0    0    51   881 21673 20846 29 26 41  4  0	
 2  1 918508 121800 214328 334076    0    0    51  7960 20845 16808 41 31 24  4  0	
 2  0 918508 122204 214632 334116    0    0    51  3142 21418 20634 28 25 43  4  0	
 4  0 918508 121188 215000 334164    0    0    51   887 21092 19727 33 32 32  3  0	
 5  1 918508 121096 215328 334224    0    0    51   921 21488 20776 28 26 42  4  0	
 2  0 918508 119584 215700 334240    0    0    51  1698 21221 19716 32 31 35  3  0	
 1  0 918508 120792 216016 334308    0    0    51 10630 21243 20098 31 27 37  5  0	
 0  1 918508 119484 216312 334340    0    0    51 10462 21144 19261 35 29 33  3  0	
 0  2 918508 119344 216616 334360    0    0    51  9402 21031 18674 35 27 35  4  0	
 2  0 918508 118616 216912 334420    0    0    51   773 21218 20225 32 29 37  2  0	
 3  0 918508 118848 217252 334452    0    0    51   943 21297 20449 30 28 39  4  0	
 0  1 918508 117980 217588 334484    0    0    51   926 21501 20615 32 29 36  3  0	
 2  0 918508 118312 217940 334528    0    0    51   947 21549 20669 30 27 38  5  0	
 5  0 918508 112348 218260 334580    0    0    51   866 21311 20172 31 30 35  3  0	
 1  0 918508 127660 208536 334448    0    0    51   921 21245 20425 31 26 38  4  0	
 3  1 918508 127008 208860 334484    0    0    52   926 20975 20042 31 28 36  5  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 918508 135688 209244 325632    0    0   198   933 21030 19554 36 33 27  4  0	
 0  0 918508 134928 209592 325640    0    0    51  4091 20954 19332 34 28 35  4  0	
 2  0 918508 135060 209900 325668    0    0    51 10698 21022 18969 35 29 33  3  0	
 1  0 918508 133340 210216 325720    0    0    58 10579 21354 19812 32 27 38  3  0	
 4  1 918508 134200 210488 325768    0    0    51 10417 20794 18377 39 30 29  2  0	
 1  0 918508 133372 210796 325792    0    0    51 10347 21178 19453 33 26 38  3  0	
 2  1 918508 134084 211104 325840    0    0    51  8868 20640 18880 36 30 31  3  0	
 0  1 918508 132744 211404 325884    0    0    51 10441 20882 19832 32 26 38  4  0	
 1  0 918508 133068 211720 325920    0    0    51  4320 20764 19567 34 30 32  3  0	
 2  0 918508 132324 212040 325956    0    0    51 10463 20742 19506 32 26 38  5  0	
 1  0 918508 131844 212340 326008    0    0    51 10369 21265 19518 35 29 33  3  0	
 2  0 918508 131092 212644 326036    0    0    51 10609 21002 18255 38 30 30  3  0	
 3  0 918508 129448 212948 326092    0    0    51  9899 21234 19779 34 28 35  3  0	
 1  1 918508 130604 213292 326116    0    0    51   821 21229 20313 30 28 38  4  0	
 3  0 918508 130752 213644 326164    0    0    51   872 21492 20530 32 28 36  5  0	
 7  0 918508 129868 213972 326200    0    0    51   968 21080 19847 35 31 31  3  0	
 2  0 918508 130164 214308 326252    0    0    51   918 21255 20707 29 26 40  5  0	
 4  1 918508 126976 214636 326292    0    0    51   929 21324 20105 32 32 33  3  0	
 0  0 918508 129404 214976 326336    0    0    51  2448 21279 19242 35 30 32  3  0	
 2  0 918508 128180 215316 326376    0    0    51  9522 21304 19526 35 29 32  4  0	
 1  0 918508 128288 215624 326444    0    0    51 10668 21580 19937 32 29 36  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
