procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 9  0 973696 114032 210768 305712    0    0    51  2674 21508 20476 32 27 37  4  0	
 1  0 973696 117248 211128 305740    0    0    58  2059 21130 19506 34 32 31  3  0	
 3  0 973696 116808 211448 305800    0    0    51 10634 21348 19311 33 27 35  5  0	
 1  0 973696 126240 202020 305608    0    0    52 10611 21212 18520 38 30 29  3  0	
 2  0 973696 126124 202376 305644    0    0    51  1823 21584 20949 28 27 42  3  0	
 0  0 973696 125868 202748 305696    0    0    51   830 21533 20499 32 30 35  3  0	
 1  0 973696 125744 203108 305728    0    0    51  7563 21214 19171 33 28 35  4  0	
 8  0 973696 121944 203460 305784    0    0    51  1527 21426 20448 34 31 31  4  0	
 3  0 973696 124356 203808 305816    0    0    52  9738 21261 18688 37 27 32  5  0	
 6  0 973696 124256 204156 305852    0    0    51  8317 21530 19745 34 26 36  5  0	
 3  0 973696 124372 204472 305904    0    0    51   748 21139 20038 32 30 35  2  0	
 1  0 973696 123768 204816 305952    0    0    51   773 21411 20949 28 26 42  4  0	
 1  0 973696 123132 205160 305972    0    0    51   918 21241 20013 33 32 32  3  0	
 2  0 973696 123008 205532 306028    0    0    51   914 21679 21183 28 26 42  4  0	
 1  0 973696 122248 205888 306072    0    0    51  3549 20803 18825 35 31 30  4  0	
 4  2 973696 122140 206248 306100    0    0    51 10648 21386 19987 33 26 36  5  0	
 7  1 973696 118052 206576 306156    0    0    52  8955 21123 18515 37 31 27  4  0	
 8  0 973696 120000 206872 306200    0    0    51  8516 21364 19444 35 26 36  3  0	
 0  0 973696 120032 207212 306240    0    0    51  8373 20882 18422 37 29 31  3  0	
 1  1 973696 120132 207552 306276    0    0    52 10046 20955 17780 41 29 26  4  0	
 1  0 973696 119296 207876 306332    0    0    51  5973 21242 19912 31 30 36  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 973696 119412 208208 306368    0    0    51  4732 21674 19803 34 27 36  3  0	
 4  1 973696 115364 208520 306404    0    0    52 10046 21079 19502 33 28 35  3  0	
 1  0 973696 118900 208856 306472    0    0    51 10881 21232 19085 35 28 31  5  0	
 1  0 973696 118520 209184 306528    0    0    51 10474 21250 19050 34 26 35  4  0	
 1  0 973696 118148 209508 306556    0    0    52 10041 21269 18920 36 28 33  3  0	
 1  0 973696 117776 209816 306600    0    0    51  9999 20743 17988 39 29 30  3  0	
 1  0 973696 117568 210136 306644    0    0    51 10407 21455 18662 36 29 32  3  0	
 2  0 973696 116684 210484 306688    0    0    52 10222 21444 18815 36 29 32  3  0	
 1  0 973696 116700 210824 306716    0    0    51 10397 20801 18760 34 28 35  3  0	
 0  2 973696 115924 211168 306780    0    0    52 10302 21188 19263 34 29 33  3  0	
 3  0 973696 116056 211480 306824    0    0    51 10611 21354 19521 34 29 33  4  0	
 7  0 973696 112536 211812 306864    0    0    51  3462 21250 20648 30 27 39  4  0	
 3  0 973696 125620 202224 306860    0    0    51   732 21204 20265 32 31 35  3  0	
 1  0 973696 124892 202528 306924    0    0    51   680 21500 20818 29 26 42  3  0	
