procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 1001108 120648 271796 285096    0    0    51 10618 21301 19830 30 28 39  3  0	
 0  0 1001108 119996 272084 285128    0    0    51  5153 21187 19749 31 30 36  3  0	
 2  0 1001108 120028 272376 285180    0    0    51   723 21429 20272 29 27 41  3  0	
 1  0 1001108 119392 272656 285228    0    0    51   941 20851 19515 33 32 31  4  0	
 6  0 1001108 119780 272936 285264    0    0    51  1054 21276 20346 28 27 40  5  0	
 1  0 1001108 118756 273216 285296    0    0    51   938 21182 20160 32 30 34  4  0	
 1  0 1001108 118912 273508 285352    0    0    51   899 21115 20250 28 27 41  4  0	
 7  0 1001108 114956 273788 285376    0    0    51   952 21380 20246 31 29 37  3  0	
 0  1 1001108 118136 274076 285420    0    0    51   984 21206 20027 29 28 39  4  0	
 6  1 1001108 116524 274360 285464    0    0    51  2370 21653 20386 30 27 39  4  0	
 2  0 1001108 117300 274624 285508    0    0    51  9210 20612 18102 36 31 29  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 1001108 116664 274908 285540    0    0    51 10256 21244 18829 35 26 34  5  0	
 1  0 1001108 126800 265132 285292    0    0    51 10610 20469 18947 34 30 33  3  0	
 4  0 1001108 126336 265416 285336    0    0    51 10310 21030 19470 32 26 38  4  0	
 5  0 1001108 126304 265704 285384    0    0    51 10082 20515 17578 38 31 29  2  0	
 4  0 1001108 125344 265992 285412    0    0    51 10619 21107 18672 35 26 35  3  0	
 6  1 1001108 125328 266256 285460    0    0    51 10626 20606 17560 39 31 28  3  0	
 3  1 1001108 124700 266548 285496    0    0    51 10646 21596 19569 32 26 38  4  0	
 4  1 1001108 122032 266828 285584    0    0    51 10044 20591 17115 39 31 27  2  0	
 1  0 1001108 124096 267108 285624    0    0    51 10597 20930 18597 34 25 37  4  0	
 4  0 1001108 119628 267388 285676    0    0    51 10619 20783 18031 37 28 32  3  0	
 4  0 1001108 123700 267680 285712    0    0    51  9819 20788 18562 36 30 32  3  0	
 1  1 1001108 123360 267964 285780    0    0    51   786 21363 20318 29 27 42  3  0	
 2  0 1001108 122584 268264 285812    0    0    51  1102 21269 20068 31 30 36  3  0	
 3  0 1001108 122724 268556 285852    0    0    51   880 21507 20532 29 27 41  3  0	
 2  0 1001108 122228 268840 285896    0    0    51   484 21337 20072 31 31 35  3  0	
 5  1 1001108 122352 269124 285912    0    0    51   486 21521 20626 28 27 42  3  0	
 3  2 1001108 121484 269400 285968    0    0    51   942 21024 19912 32 31 34  4  0	
 3  2 1001108 121500 269696 286004    0    0    51   966 21199 20435 28 26 41  5  0	
 1  2 1001108 120732 269980 286048    0    0    51   902 20997 20132 32 28 35  5  0	
 1  1 1001108 121640 270276 286096    0    0    51   900 21198 20405 30 28 39  4  0	
 2  1 1001108 120640 270556 286136    0    0    51   942 21540 20433 30 30 37  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 1001108 120376 270836 286180    0    0    51   922 21532 20425 30 28 38  4  0	
 7  0 1001108 119772 271124 286224    0    0    51   934 21530 20248 32 30 34  4  0	
 5  1 1001108 119756 271424 286264    0    0    51   935 21107 20171 30 28 39  4  0	
 6  0 1001108 114236 271708 286296    0    0    51   886 21144 20242 31 28 37  4  0	
 3  0 1001108 118996 271992 286344    0    0    51   958 20910 19878 31 29 36  5  0	
 3  0 1001108 118500 272284 286376    0    0    51   919 21404 20791 28 26 41  5  0	
 3  0 1001108 117384 272568 286436    0    0    51   919 21065 19496 33 32 31  3  0	
 3  1 1001108 117772 272876 286460    0    0    51   914 21343 20489 29 26 41  4  0	
 1  0 1001108 117788 273152 286516    0    0    51  1626 21303 19791 33 32 33  3  0	
 4  0 1001108 116532 273440 286540    0    0    51  9312 21635 18342 38 27 31  3  0	
 2  1 1001108 116284 273716 286584    0    0    51  6438 21045 18487 35 29 33  2  0	
 1  0 1001108 115788 274028 286640    0    0    51  4440 20978 18343 35 27 33  5  0	
 5  0 1001108 115804 274320 286680    0    0    51 10325 20639 17418 40 28 28  3  0	
 4  1 1001108 114052 274608 286724    0    0    51  6666 21196 19676 34 26 37  4  0	
 3  1 1001108 125592 264696 286588    0    0    51 10674 20760 18020 37 30 29  4  0	
 3  0 1001108 124972 264988 286620    0    0    51  9979 21290 19269 32 27 38  3  0	
 3  0 1001108 124708 265264 286668    0    0    51 10598 20884 18485 36 31 31  2  0	
 7  1 1001108 124492 265560 286704    0    0    51  1982 21413 20564 28 26 43  3  0	
 5  3 1001108 120412 265868 286752    0    0    51  4898 20623 17975 37 31 29  3  0	
 2  0 1001108 123732 266136 286796    0    0    51  6226 20895 18968 34 26 37  3  0	
 4  0 1001108 123104 266436 286844    0    0    51   937 21151 20238 30 28 37  5  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0 1001108 123112 266712 286876    0    0    51   893 20869 19872 32 31 34  3  0	
 1  0 1001108 123252 267004 286916    0    0    51   963 21321 20444 29 27 39  5  0	
 4  0 1001108 122740 267284 286952    0    0    51  7776 20996 19023 36 30 31  3  0	
 2  0 1001108 122384 267580 286992    0    0    51 10348 21394 19587 33 29 35  3  0	
 2  0 1001108 121252 267860 287044    0    0    58 10144 21043 18862 36 31 31  2  0	
 3  2 1001108 121268 268156 287072    0    0    51  3940 21223 19980 29 26 41  4  0	
 5  0 1001108 118104 268436 287116    0    0    51   853 21334 20234 31 30 35  4  0	
 1  0 1001108 121376 268732 287156    0    0    51   952 21182 20397 28 26 40  5  0	
 2  1 1001108 120516 269020 287188    0    0    51   942 21388 20345 31 29 35  5  0	
 0  0 1001108 120268 269316 287224    0    0    51   938 21328 20372 31 28 37  3  0	
 2  0 1001108 119772 269596 287280    0    0    51   889 21366 20190 30 29 38  3  0	
 4  0 1001108 119988 269884 287320    0    0    51   902 21445 20344 30 29 38  3  0	
 8  0 1001108 116072 270168 287360    0    0    51   919 21637 20640 30 28 38  4  0	
 0  0 1001108 119392 270452 287408    0    0    51   920 21351 20207 30 30 37  4  0	
 3  0 1001108 118664 270736 287440    0    0    51 10329 20864 18570 35 26 34  5  0	
 7  0 1001108 115088 271016 287488    0    0    51 10596 20596 18491 38 30 29  3  0	
 2  0 1001108 118012 271304 287520    0    0    51 10369 21114 19436 34 26 37  3  0	
 1  0 1001108 118168 271580 287560    0    0    51 10606 21164 19138 35 29 33  3  0	
 6  1 1001108 117392 271864 287592    0    0    51  8512 21016 19260 34 28 35  2  0	
 0  0 1001108 117424 272128 287648    0    0    51 10338 21157 19130 34 29 34  3  0	
 0  0 1001108 116664 272412 287692    0    0    51  6246 21175 19943 34 30 34  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 1001108 116680 272692 287728    0    0    51  8799 21074 19556 34 29 33  4  0	
 3  1 1001108 115624 272980 287768    0    0    51 10399 20657 19343 34 26 36  3  0	
 6  0 1001108 126204 263316 287380    0    0    51 10249 20833 19202 35 29 32  3  0	
 3  0 1001108 125048 263608 287424    0    0    51 10613 20884 19312 34 29 34  3  0	
 4  0 1001108 125220 263900 287468    0    0    51  3811 21236 20218 32 29 36  3  0	
 2  1 1001108 124600 264216 287500    0    0    51   903 21614 20984 29 26 41  3  0	
 2  0 1001108 120364 264504 287904    0    0   123   912 21385 20217 32 32 32  4  0	
 3  0 1001108 123428 264804 287940    0    0    51   922 21614 20859 29 28 39  4  0	
 6  1 1001108 123536 265080 288008    0    0    51   932 21456 20553 31 27 37  4  0	
 6  1 1001108 123164 265360 288064    0    0    51   946 21276 20185 32 30 34  4  0	
 2  0 1001108 122916 265652 288116    0    0    51  8346 21393 18874 37 28 31  4  0	
 1  0 1001108 122064 265932 288160    0    0    51  9618 20882 19196 35 31 31  3  0	
 2  0 1001108 121900 266212 288204    0    0    51 10660 21415 19849 33 27 36  3  0	
 0  2 1001108 121288 266492 288260    0    0    51 10615 21108 19633 33 31 33  3  0	
 5  0 1001108 121320 266776 288296    0    0    51 10370 21427 20157 30 26 41  3  0	
 1  0 1001108 121180 267048 288340    0    0    51 10349 21062 19267 34 32 31  2  0	
 4  0 1001108 120824 267328 288372    0    0    51 10640 21514 20353 31 25 40  4  0	
 0  0 1001108 120032 267600 288420    0    0    51 10414 20875 19240 36 33 28  3  0	
 1  0 1001108 120328 267884 288460    0    0    51 10553 21026 20075 30 25 41  3  0	
 0  1 1001108 119512 268156 288488    0    0    51  9470 20841 19408 34 31 32  3  0	
 0  0 1001108 119312 268440 288532    0    0    51  9877 21389 20008 31 25 39  4  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 1001108 114000 268704 288584    0    0    51 10249 21275 19690 33 29 35  2  0	
 0  0 1001108 129356 259544 287812    0    0    51  8669 21227 20087 32 28 38  2  0	
 3  0 1001108 128480 259812 287856    0    0    58  5733 21247 19046 33 26 37  4  0	
 1  0 1001108 128828 260088 287904    0    0    51  2062 21034 19535 34 31 33  3  0	
 2  0 1001108 127496 260380 287936    0    0    51 10471 21175 19123 35 26 34  5  0	
 3  0 1001108 127604 260652 287984    0    0    51  8696 20773 19018 35 30 33  2  0	
 3  0 1001108 127000 260956 288032    0    0    51  4996 21077 19085 35 26 36  4  0	
 1  0 1001108 124256 261228 288060    0    0    51  1787 21271 20570 33 29 34  3  0	
 4  2 1001108 123512 261520 288104    0    0    51  3696 21464 19667 32 28 36  4  0	
 3  0 1001108 123528 261800 288136    0    0    51 10230 21379 19042 35 29 32  4  0	
 1  0 1001108 123000 262080 288184    0    0    51 10538 21214 19386 34 28 34  3  0	
 4  0 1001108 123156 262360 288220    0    0    51   806 21254 20451 31 28 39  2  0	
 2  1 1001108 131820 262664 278972    0    0   119   880 21100 19818 34 31 31  4  0	
 3  0 1001108 131696 262940 279008    0    0    51  7576 20974 18827 38 31 28  4  0	
 2  0 1001108 131200 263224 279064    0    0    51  1964 21372 20344 32 28 36  4  0	
 3  0 1001108 127672 263520 279108    0    0    52 10545 20829 17957 38 28 30  4  0	
 6  1 1001108 127812 263800 279168    0    0    51  7102 21154 19177 34 28 34  4  0	
 2  0 1001108 130704 264096 279192    0    0    51   740 21261 20566 28 26 43  3  0	
 7  0 1001108 130224 264380 279236    0    0    51   860 21378 20303 31 30 36  3  0	
 5  0 1001108 130192 264672 279272    0    0    51   932 21067 20407 29 27 40  4  0	
 0  1 1001108 129340 264944 279312    0    0    51   906 20929 20004 31 30 36  3  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 1001108 129828 265232 279352    0    0    51  4858 21189 19591 32 27 36  5  0	
 8  0 1001108 128868 265500 279396    0    0    51 10314 20885 18959 33 29 33  5  0	
 3  0 1001108 128992 265780 279440    0    0    51  8566 21192 18675 36 27 34  4  0	
 0  0 1001108 128612 266056 279492    0    0    51  7852 20894 18658 36 31 31  2  0	
 1  0 1001108 127968 266348 279524    0    0    51  9517 21385 18845 36 27 34  3  0	
 1  0 1001108 127340 266644 279572    0    0    60 10478 20396 17324 41 34 24  2  0	
 1  0 1001108 127488 266944 279600    0    0    52  4443 21490 20697 30 25 42  4  0	
 1  1 1001108 126588 267220 279640    0    0    51  6442 20821 18353 36 32 30  3  0	
 2  0 1001108 127016 267500 279692    0    0    51 10138 21211 19524 34 25 37  4  0	
 9  0 1001108 124168 267792 279740    0    0    51 10592 21045 19196 34 29 31  5  0	
 7  1 1001108 126644 268076 279772    0    0    51 10405 20580 17826 41 30 27  2  0	
 7  0 1001108 122820 268368 279836    0    0    51 10377 20800 18564 37 27 34  2  0	
 4  1 1001108 126256 268656 279868    0    0    51 10379 20933 17950 37 30 29  3  0	
 1  0 1001108 125652 268936 279920    0    0    51 10185 21436 19132 35 27 35  3  0	
 2  0 1001108 126124 269220 279960    0    0    51 10377 20759 18345 38 29 30  3  0	
 1  0 1001108 125288 269508 279996    0    0    51 10404 21000 19185 33 26 37  4  0	
 1  0 1001108 125356 269796 280040    0    0    51 10251 20554 18578 36 31 31  3  0	
 3  0 1001108 124504 270084 280068    0    0    51 10442 21131 19885 32 26 38  4  0	
 6  1 1001108 125108 270356 280124    0    0    51  1210 21025 19932 32 31 33  3  0	
 0  1 1001108 124364 270648 280152    0    0    51   725 21414 20781 28 27 43  3  0	
 6  0 1001108 120844 270920 280212    0    0    51   947 21343 20413 31 29 38  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1 1001108 122884 271200 280248    0    0    51  1164 21433 20467 30 28 38  4  0	
 4  2 1001108 122900 271476 280280    0    0    51   930 21265 20540 29 26 41  4  0	
 1  0 1001108 122124 271764 280324    0    0    58   925 20946 19971 32 31 33  4  0	
 1  0 1001108 122404 272048 280352    0    0    51  3705 21291 20461 29 26 40  5  0	
 3  0 1001108 121644 272320 280408    0    0    51 10593 20894 19432 34 32 29  4  0	
 0  1 1001108 121784 272600 280436    0    0    51 10447 21234 19946 31 25 38  5  0	
