2015-11-19 16:42:37	PDLSL1	1845.67M
2015-11-19 16:42:37	PDLSI1	1932.56M
2015-11-19 16:42:37	PDLSU1	4693.82M
2015-11-19 16:47:38	PDLSL1	1845.67M
2015-11-19 16:47:38	PDLSI1	1932.56M
2015-11-19 16:47:38	PDLSU1	4693.82M
2015-11-19 16:52:38	PDLSL1	1845.67M
2015-11-19 16:52:38	PDLSI1	1932.63M
2015-11-19 16:52:38	PDLSU1	4693.82M
2015-11-19 16:57:38	PDLSL1	1845.67M
2015-11-19 16:57:38	PDLSI1	1932.63M
2015-11-19 16:57:38	PDLSU1	4693.82M
2015-11-19 17:02:38	PDLSL1	1845.67M
2015-11-19 17:02:39	PDLSI1	1932.63M
2015-11-19 17:02:39	PDLSU1	4693.82M
2015-11-19 17:07:39	PDLSL1	1845.67M
2015-11-19 17:07:39	PDLSI1	1932.63M
2015-11-19 17:07:39	PDLSU1	4693.82M
2015-11-19 17:12:39	PDLSL1	1913.54M
2015-11-19 17:12:39	PDLSI1	1986.2M
2015-11-19 17:12:39	PDLSU1	4713.84M
2015-11-19 17:17:39	PDLSL1	1913.54M
2015-11-19 17:17:39	PDLSI1	1986.2M
2015-11-19 17:17:40	PDLSU1	4713.84M
2015-11-19 17:22:40	PDLSL1	1913.54M
2015-11-19 17:22:40	PDLSI1	1986.2M
2015-11-19 17:22:40	PDLSU1	4713.84M
