Linux 2.6.32-504.12.2.el6.x86_64 (ATCA47-0-0-9) 	11/19/15 	_x86_64_	(2 CPU)

11/19/15 16:42:20
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-10             0.00     0.00    0.00    3.20     0.00    19.20     6.00     0.06    1.44   4.81   1.54

11/19/15 16:43:30
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               6.00     7.40    0.40    3.00    51.20    83.20    39.53     0.03   10.12   4.59   1.56
sda               6.00    72.60    0.40  912.80    51.20  7840.00     8.64   119.31  133.54   0.97  88.74
sdc               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-0              0.00     0.00    0.00    3.80     0.00    30.40     8.00     0.21   56.26  24.32   9.24
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00   24.60     0.00   192.00     7.80     2.56  104.15   4.17  10.26
dm-4              0.00     0.00    0.00    0.40     0.00     0.00     0.00     0.02   59.50  59.50   2.38
dm-5              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-7              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-8              0.00     0.00    0.00    1.40     0.00    11.20     8.00     0.08   55.43  26.71   3.74
dm-9              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-10             0.00     0.00    0.00   14.00     0.00    81.60     5.83     0.81   62.36  31.99  44.78

11/19/15 16:43:35
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
