procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4530132  52928 1707384    0    0     0     9 12632 22438 40 16 43  1  0	
 5  0      0 4525620  52928 1707392    0    0     0     0 12367 22730 42 18 40  0  0	
 2  0      0 4533272  52928 1707376    0    0     0     6 13201 22780 41 17 40  2  0	
 3  0      0 4533404  52928 1707388    0    0     0     6 12900 23159 41 16 42  1  0	
 2  0      0 4533164  52928 1707396    0    0     0     7 12697 22166 39 15 46  0  0	
 4  0      0 4533188  52928 1707400    0    0     0    19 13092 22422 41 18 38  3  0	
 2  0      0 4533668  52928 1707408    0    0     0    10 12532 21913 38 16 46  1  0	
 2  0      0 4533584  52928 1707416    0    0     0     5 12678 22325 41 16 40  3  0	
 4  0      0 4533204  52928 1707428    0    0     0     6 13273 22526 41 18 41  1  0	
 4  0      0 4533328  52928 1707432    0    0     0     1 12671 22104 40 16 43  1  0	
 2  0      0 4533352  52928 1707440    0    0     0     5 12661 22694 41 14 44  1  0	
 2  0      0 4533228  52928 1707448    0    0     0    14 12882 22372 41 17 41  1  0	
 4  0      0 4533104  52928 1707456    0    0     0    11 12668 22384 40 16 43  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4533360  52928 1707476    0    0     0     6 12586 22499 40 16 43  1  0	
 3  0      0 4533112  52928 1707492    0    0     0     5 13025 22082 40 17 42  0  0	
 3  0      0 4533468  52928 1707496    0    0     0     5 12725 22405 40 15 43  2  0	
 0  0      0 4532828  52928 1707512    0    0     0     5 12495 22767 44 19 37  0  0	
 5  0      0 4532356  52928 1707520    0    0     0    10 13017 22003 41 18 41  0  0	
 5  0      0 4533224  52928 1707508    0    0     0     8 12687 22230 39 16 44  2  0	
 2  0      0 4533148  52928 1707512    0    0     0    11 12424 22082 39 15 45  1  0	
 5  0      0 4532900  52928 1707524    0    0     0     8 13537 23362 41 18 40  2  0	
 3  0      0 4533536  52928 1707532    0    0     0     6 12892 22523 41 16 43  1  0	
 1  0      0 4533312  52928 1707536    0    0     0     6 12779 22230 40 15 44  1  0	
 8  0      0 4533040  52928 1707548    0    0     0    14 12739 22140 39 18 43  0  0	
 4  1      0 4533188  52928 1707552    0    0     0     7 12871 21776 39 15 44  3  0	
 2  1      0 4533040  52928 1707572    0    0     0     6 13197 23623 40 15 43  2  0	
 1  0      0 4532808  52928 1707584    0    0     0     6 12756 22450 39 17 44  0  0	
 0  0      0 4533196  52928 1707592    0    0     0     5 12749 22152 38 15 45  1  0	
 2  0      0 4533480  52928 1707600    0    0     0     6 12567 22974 40 17 42  2  0	
 3  0      0 4532908  52928 1707608    0    0     0    15 13079 22604 41 18 40  1  0	
 0  0      0 4533156  52928 1707616    0    0     0     9 12919 23428 40 17 42  1  0	
 1  0      0 4532680  52928 1707628    0    0     0    10 12406 22496 41 18 38  2  0	
 0  0      0 4532852  52928 1707640    0    0     0     6 12905 23170 40 16 44  0  0	
 3  0      0 4532768  52928 1707624    0    0     0    10 13157 22098 40 18 40  2  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 4532932  52928 1707632    0    0     0     8 12281 21458 39 15 45  1  0	
 1  0      0 4533188  52928 1707640    0    0     0    14 12550 22136 39 15 45  0  0	
 5  1      0 4533064  52928 1707648    0    0     0     7 12997 22920 41 17 40  3  0	
 7  0      0 4533196  52928 1707664    0    0     0     1 12907 22940 39 15 45  1  0	
 5  0      0 4533080  52932 1707680    0    0     0     6 12751 22731 40 16 42  2  0	
 1  0      0 4532808  52932 1707688    0    0     0     8 13367 22693 41 17 41  1  0	
 2  0      0 4532956  52932 1707700    0    0     0     9 12691 23536 41 16 43  0  0	
 3  0      0 4533080  52932 1707704    0    0     0    14 12802 22645 40 15 42  3  0	
 3  0      0 4533196  52932 1707712    0    0     0     7 13019 22635 40 18 41  1  0	
 2  0      0 4533080  52932 1707720    0    0     0     7 12493 22353 40 15 42  3  0	
 0  0      0 4533204  52932 1707728    0    0     0     6 12564 22859 40 16 43  1  0	
 6  0      0 4533204  52932 1707740    0    0     0     7 13368 23095 42 18 38  2  0	
 1  0      0 4532656  52932 1707752    0    0     0     6 12406 21795 41 18 40  0  0	
 4  1      0 4532620  52932 1707756    0    0     0    19 12782 22947 40 16 43  2  0	
 4  1      0 4532876  52932 1707764    0    0     0     6 14069 23859 41 17 40  1  0	
 0  0      0 4532892  52932 1707756    0    0     0     1 13266 23657 40 15 44  1  0	
 4  0      0 4532700  52932 1707768    0    0     0     6 12424 21863 40 16 43  1  0	
 4  0      0 4532956  52932 1707772    0    0     0     4 13219 22766 41 16 41  1  0	
 2  0      0 4532840  52932 1707788    0    0     0     5 12844 23230 40 15 43  1  0	
 1  0      0 4532956  52936 1707792    0    0     0    14 12710 22416 40 16 44  1  0	
 0  0      0 4533312  52936 1707800    0    0     0    17 13346 23489 40 18 41  1  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 4532940  52936 1707808    0    0     0     5 12376 21764 39 15 45  1  0	
 5  0      0 4532956  52936 1707820    0    0     0     0 12646 22513 40 16 44  0  0	
 0  0      0 4532956  52936 1707824    0    0     0     5 13225 22394 39 17 41  3  0	
 1  0      0 4532848  52936 1707836    0    0     0     6 12797 23261 41 15 43  0  0	
 2  0      0 4532972  52936 1707840    0    0     0    17 12576 22117 41 15 43  0  0	
 0  0      0 4533220  52936 1707856    0    0     0     9 13003 22242 41 18 39  2  0	
 3  0      0 4533096  52936 1707868    0    0     0     5 12476 21959 39 15 46  1  0	
 6  0      0 4532400  52936 1707880    0    0     0     4 12883 23533 43 21 36  0  0	
 0  0      0 4532772  52936 1707884    0    0     0     6 13293 22526 41 17 41  1  0	
 5  0      0 4532504  52936 1707876    0    0     0     6 12818 23040 40 16 42  2  0	
 0  0      0 4532792  52936 1707884    0    0     0    16 12646 22381 40 16 44  1  0	
 1  0      0 4532924  52936 1707888    0    0     0    10 13378 23293 42 19 35  4  0	
 2  0      0 4532932  52936 1707900    0    0     0     0 12600 22573 40 14 46  0  0	
 0  0      0 4532956  52936 1707912    0    0     0     5 12690 22309 41 16 42  1  0	
 2  0      0 4532840  52936 1707920    0    0     0    10 13086 22126 40 17 42  1  0	
 3  0      0 4532840  52936 1707924    0    0     0     5 13234 23242 41 16 42  2  0	
