2015-11-19 16:42:13	OamACTL	165.832M
2015-11-19 16:42:13	OamCOMM	9147.92M
2015-11-19 16:42:13	OamGLOAD	45.668M
2015-11-19 16:42:13	OamGSUITE	158.07M
2015-11-19 16:42:13	OamGAUC	28.1289M
2015-11-19 16:47:14	OamACTL	165.832M
2015-11-19 16:47:14	OamCOMM	9147.92M
2015-11-19 16:47:14	OamGLOAD	45.668M
2015-11-19 16:47:14	OamGSUITE	158.07M
2015-11-19 16:47:14	OamGAUC	28.1289M
2015-11-19 16:52:14	OamACTL	165.832M
2015-11-19 16:52:15	OamCOMM	9147.92M
2015-11-19 16:52:15	OamGLOAD	45.668M
2015-11-19 16:52:15	OamGSUITE	158.07M
2015-11-19 16:52:15	OamGAUC	28.1289M
2015-11-19 16:57:15	OamACTL	165.832M
2015-11-19 16:57:16	OamCOMM	9147.92M
2015-11-19 16:57:16	OamGLOAD	45.668M
2015-11-19 16:57:16	OamGSUITE	158.07M
2015-11-19 16:57:16	OamGAUC	28.1289M
2015-11-19 17:02:17	OamACTL	165.832M
2015-11-19 17:02:17	OamCOMM	9147.92M
2015-11-19 17:02:17	OamGLOAD	45.668M
2015-11-19 17:02:17	OamGSUITE	158.07M
2015-11-19 17:02:17	OamGAUC	28.1289M
2015-11-19 17:07:18	OamACTL	165.832M
2015-11-19 17:07:18	OamCOMM	9147.92M
2015-11-19 17:07:18	OamGLOAD	45.668M
2015-11-19 17:07:18	OamGSUITE	158.07M
2015-11-19 17:07:18	OamGAUC	28.1289M
2015-11-19 17:12:18	OamACTL	165.832M
2015-11-19 17:12:18	OamCOMM	9147.92M
2015-11-19 17:12:19	OamGLOAD	45.668M
2015-11-19 17:12:19	OamGSUITE	158.07M
2015-11-19 17:12:19	OamGAUC	28.1289M
2015-11-19 17:17:19	OamACTL	165.832M
2015-11-19 17:17:19	OamCOMM	9147.92M
2015-11-19 17:17:19	OamGLOAD	45.668M
2015-11-19 17:17:20	OamGSUITE	158.07M
2015-11-19 17:17:20	OamGAUC	28.1289M
2015-11-19 17:22:20	OamACTL	165.832M
2015-11-19 17:22:20	OamCOMM	9147.92M
2015-11-19 17:22:20	OamGLOAD	45.668M
2015-11-19 17:22:20	OamGSUITE	158.07M
2015-11-19 17:22:20	OamGAUC	28.1289M
