2015-11-19 16:43:25	PDLSL1	1774.45M
2015-11-19 16:43:25	PDLSI1	1949.9M
2015-11-19 16:43:26	PDLSU1	4760.72M
2015-11-19 16:48:26	PDLSL1	1774.45M
2015-11-19 16:48:26	PDLSI1	1949.9M
2015-11-19 16:48:26	PDLSU1	4760.72M
2015-11-19 16:53:26	PDLSL1	1774.45M
2015-11-19 16:53:26	PDLSI1	1949.9M
2015-11-19 16:53:26	PDLSU1	4760.72M
2015-11-19 16:58:26	PDLSL1	1774.45M
2015-11-19 16:58:27	PDLSI1	1949.91M
2015-11-19 16:58:27	PDLSU1	4760.72M
2015-11-19 17:03:27	PDLSL1	1774.45M
2015-11-19 17:03:27	PDLSI1	1949.91M
2015-11-19 17:03:27	PDLSU1	4760.72M
2015-11-19 17:08:27	PDLSL1	1811.48M
2015-11-19 17:08:27	PDLSI1	1973.93M
2015-11-19 17:08:27	PDLSU1	4772.77M
2015-11-19 17:13:27	PDLSL1	1811.48M
2015-11-19 17:13:27	PDLSI1	1973.93M
2015-11-19 17:13:28	PDLSU1	4772.77M
2015-11-19 17:18:28	PDLSL1	1811.48M
2015-11-19 17:18:28	PDLSI1	1973.93M
2015-11-19 17:18:28	PDLSU1	4772.77M
2015-11-19 17:23:28	PDLSL1	1811.48M
2015-11-19 17:23:28	PDLSI1	1973.93M
2015-11-19 17:23:28	PDLSU1	4772.77M
